Month,MonthStr_left,area_ha,MonthStr_right,RH_pct,Cloud_pct,T2m_C,Td_C,WS_ms,PR_mmph
01-Jan-2025,2025-01,174.193,2025-01,70.3502638888889,24.4154166666667,17.6828055555556,12.1570555555556,4.141,1.183
